date,HGP01-U101,HGP02-U102,HGP03-U103,HGP04-U104,HGP05-U201,HGP05-U202,HGP06-U203,HGP06-U205,HGP07-U204,HGP08-U204,HGP08-U207,HGP08-U210,HGP09-U206,HGP10-U303,HGP11-U302,HGP12-U305,HGP13-U306,HGP15-U404,HGP16-U401,HGP17-U403,HGP18-U405,HGP19-U408,HGP20-U407,HGP21-U409,HGP21-U410,HGPAV-U502,HGPCH-U507,HGPEW-U509,HGPIM-U510,HGPMJ-U505,HGPMWD-U504,HGPSBV-U506,HGPSC-U304,HGPSD-U511,HGPVC-U501
1922-08-31,11.41,22.9,5.8100000000000005,4.83,0.0,9.58,12.6,0.113,31.3,17.5,10.36,10.0,18.18,13.97,29.42,22.05,27.89,11.14,0.0,18.31,26.26,6.130000000000001,17.310000000000002,6.3,20.40000000000001,0.0,31.33,41.67500000000001,0.0,26.090000000000003,100.8,23.11,33.43242552867423,44.56392075677791,12.95
1922-09-30,9.21,15.87,3.71,3.17,0.0,7.27,10.19,0.113,31.3,17.5,8.75,10.0,13.55,10.45,24.89,18.68,23.63,8.14,0.0,15.43,22.130000000000003,4.58,14.36,4.71,14.86,0.0,29.96,0.0,0.0,23.15,97.6,23.11,39.74,29.67974076649352,0.0
1922-10-31,6.94,11.18,2.36,2.11,0.0,5.79,7.83,0.113,31.3,17.5,6.55,9.31,10.2,7.9,18.67,14.04,17.76,6.11,9.096949945008248,11.35,16.28,3.4400000000000004,10.79,3.54,8.189999999999998,0.0,27.07,0.0,0.0,18.16,100.8,17.602449707501545,42.07000000000001,0.0,0.0
1922-11-30,5.42,10.09,2.15,1.82,0.0,5.34,6.66,0.113,26.950000000000003,17.5,4.949999999999999,7.01,8.959999999999999,6.96,14.170000000000002,10.69,13.53,5.04,0.0,8.58,12.31,2.7,8.16,2.78,3.27,0.0,25.54,0.0,0.0,14.239999999999998,97.6,0.0,33.51,0.0,4.112
1922-12-31,5.07,8.74,2.15,1.82,0.0,3.96,4.94,0.113,0.0,0.0,4.359999999999999,6.16,7.14,5.5,12.510000000000002,9.46,11.96,4.32,0.0,7.130000000000001,10.23,2.43,6.46,2.5,0.0999999999999996,0.0,23.3,0.0,0.0,11.31,100.8,0.0,28.52,0.0,3.5619999999999994
1923-01-31,4.95,9.7,2.15,1.82,0.0,5.3,6.48,0.113,0.0,0.0,4.15,5.86,8.85,6.87,11.93,9.02,11.420000000000002,4.99,0.0,6.44,9.24,2.74,6.03,2.81,0.0,0.0,21.85,0.0,0.0,9.94,100.8,0.0,27.92,0.0,0.0
1923-02-28,4.95,10.47,2.2,1.99,0.0,5.609999999999999,6.73,0.113,19.02,17.5,4.3100000000000005,6.08,9.58,7.43,12.36,9.35,11.82,5.36,0.0,7.07,10.14,3.18,6.54,3.27,0.25,0.0,22.27,0.0,0.0,10.89,91.1,0.0,33.33457447132575,0.0,3.492
1923-03-31,5.19,14.06,3.37,2.91,0.0,6.9,8.290000000000001,0.113,0.0,17.5,4.65,6.58,12.76,9.85,13.34,10.07,12.74,7.87,3.649999999999999,7.57,10.86,4.470000000000001,7.56,4.6,2.140000000000001,0.0,23.01,0.0,0.0,13.85,100.8,0.0,39.418000000000006,0.0,6.402
1923-04-30,6.3500000000000005,19.64,5.41,4.5200000000000005,0.0,9.15,10.79,0.113,0.0,17.5,6.17,4.239999999999999,16.95,13.03,17.62,13.259999999999998,16.770000000000003,10.52,11.6,10.98,15.75,5.86,10.53,6.029999999999999,7.710000000000001,0.0,25.83,7.533000000000008,0.0,18.92,97.6,23.11,31.523000000000025,0.0,10.13
1923-05-31,8.16,25.96,7.199999999999999,5.930000000000001,0.0,11.12,13.420000000000002,0.113,0.0,17.5,8.17,10.0,19.93,15.3,23.24,17.45,22.07,12.74,20.010000000000005,14.59,20.92,7.32,13.74,7.53,13.71,0.0,28.43,54.377892766493545,0.0,21.32,100.8,23.11,25.57799999999997,0.0,0.0
1923-06-30,10.2,30.880000000000003,7.99,6.550000000000001,0.0,11.989999999999998,14.72,0.113,31.3,17.5,9.59,10.0,22.27,17.08,27.24,20.43,25.84,14.01,27.08,17.62,25.27,7.949999999999999,17.1,8.17,20.0,30.79,30.65,78.86000000000001,0.0,25.83,97.6,23.11,24.58500000000004,24.946071309673044,12.28
1923-07-31,11.8,29.69,7.800000000000001,6.4,0.0,11.78,14.56,0.113,31.3,17.5,10.7,10.0,21.55,16.53,30.39,22.77,28.8,13.25,31.1,19.35,27.74,7.41,18.54,7.62,22.709999999999997,0.0,31.94,80.21000000000001,0.0,26.950000000000003,100.8,23.11,24.503000000000043,39.55909693983189,12.52
1923-08-31,11.41,22.9,5.8100000000000005,4.83,0.0,9.58,12.6,0.113,31.3,17.5,10.36,10.0,18.18,13.97,29.42,22.05,27.89,11.14,28.68,18.31,26.26,6.130000000000001,17.310000000000002,6.3,20.40000000000001,8.392738712226603,31.33,50.74500000000001,0.0,26.090000000000003,100.8,23.11,25.754999999999995,52.48392075677791,0.0
1923-09-30,9.21,15.87,3.71,3.17,0.0,7.27,10.19,0.113,31.3,17.5,8.75,10.0,13.55,10.45,24.89,18.68,23.63,8.14,21.980000000000004,15.43,22.130000000000003,4.58,14.36,4.71,14.86,16.526632809996805,29.96,5.786000000000001,0.0,23.15,97.6,23.11,45.7,39.26374076649352,11.89
1923-10-31,6.94,11.18,2.36,2.11,0.0,5.79,7.83,0.113,31.3,17.5,6.55,9.31,10.2,7.9,18.67,14.04,17.76,6.11,12.47,11.35,16.28,3.4400000000000004,10.79,3.54,8.189999999999998,5.549018067163809,27.07,8.627449707501555,0.0,18.16,100.8,23.11,44.09,0.0,0.0
1923-11-30,5.42,10.09,2.15,1.82,0.0,5.34,6.66,0.113,1.5380961085164486,17.5,4.949999999999999,7.01,8.959999999999999,6.96,14.170000000000002,10.69,13.53,5.04,6.009999999999998,8.58,12.31,2.7,8.16,2.78,3.27,0.0,25.54,0.0,0.0,14.239999999999998,97.6,23.11,34.58,0.0,0.0
1923-12-31,5.07,8.74,2.15,1.82,0.0,3.96,4.94,0.113,0.0,0.0,4.359999999999999,6.16,7.14,5.5,12.510000000000002,9.46,11.96,4.32,2.629999999999999,7.130000000000001,10.23,2.43,6.46,2.5,0.0999999999999996,0.0,23.3,0.0,0.0,11.31,100.8,23.11,30.54,0.0,3.5619999999999994
1924-01-31,4.95,9.7,2.15,1.82,0.0,5.3,6.48,0.113,17.61,17.5,4.15,5.86,8.85,6.87,11.93,9.02,11.420000000000002,4.99,15.02,6.44,9.24,2.74,6.03,2.81,0.0,0.0,21.85,0.0,0.0,9.94,100.8,21.03,29.94,0.0,3.1919999999999997
1924-02-29,4.95,10.47,2.2,1.99,0.0,5.609999999999999,6.73,0.113,19.02,17.5,4.3100000000000005,6.08,9.58,7.43,12.36,9.35,11.82,5.36,16.48,7.07,10.14,3.18,6.54,3.27,0.25,0.0,22.27,0.0,0.0,10.89,91.1,23.11,31.809443847708785,0.0,0.0
1924-03-31,5.19,14.06,3.37,2.91,0.0,6.9,8.290000000000001,0.113,20.5,17.5,4.65,6.58,12.76,9.85,13.34,10.07,12.74,7.87,17.65,7.57,10.86,4.470000000000001,7.56,4.6,2.140000000000001,11.920000000000002,23.01,0.0,0.0,13.85,100.8,23.11,45.7,0.0,6.402
1924-04-30,6.3500000000000005,19.64,5.41,4.5200000000000005,0.0,9.15,10.79,0.113,29.66,17.5,6.17,8.77,16.95,13.03,17.62,13.259999999999998,16.770000000000003,10.52,25.6,10.98,15.75,5.86,10.53,6.029999999999999,7.710000000000001,16.66,25.83,11.963000000000015,0.0,18.92,97.6,23.11,45.7,0.0,10.13
1924-05-31,8.16,25.96,7.199999999999999,5.930000000000001,0.0,11.12,13.420000000000002,0.113,31.3,17.5,8.17,10.0,19.93,15.3,23.24,17.45,22.07,12.74,34.010000000000005,14.59,20.92,7.32,13.74,7.53,13.71,22.6,28.43,23.153892766493517,0.0,21.32,100.8,23.11,45.7,36.25400000000002,10.989999999999998
1924-06-30,10.2,30.880000000000003,7.99,6.550000000000001,0.0,11.989999999999998,14.72,0.113,31.3,17.5,9.59,10.0,22.27,17.08,27.24,20.43,25.84,14.01,41.08,17.62,25.27,7.949999999999999,17.1,8.17,20.0,30.79,30.65,63.68207130967305,0.0,25.83,97.6,23.11,45.7,45.724,0.0
1924-07-31,11.8,29.69,7.800000000000001,6.4,0.0,11.78,14.56,0.113,31.3,17.5,10.7,10.0,21.55,16.53,30.39,22.77,28.8,13.25,45.1,19.35,27.74,7.41,18.54,7.62,22.709999999999997,0.0,31.94,66.93400000000001,0.0,26.950000000000003,100.8,23.11,45.7,58.80509693983189,12.52
1924-08-31,11.41,22.9,5.8100000000000005,4.83,0.0,9.58,12.6,0.113,31.3,17.5,10.36,10.0,18.18,13.97,29.42,22.05,27.89,11.14,42.68,18.31,26.26,6.130000000000001,17.310000000000002,6.3,20.40000000000001,14.118742624028457,31.33,52.625000000000014,0.0,26.090000000000003,100.8,23.11,45.7,56.673920756777925,12.95
1924-09-30,9.21,15.87,3.71,3.17,0.0,7.27,10.19,0.113,31.3,17.5,8.75,10.0,13.55,10.45,24.89,18.68,23.63,8.14,35.980000000000004,15.43,22.130000000000003,4.58,14.36,4.71,14.86,16.551326319060855,29.96,74.63969264102691,0.0,23.15,97.6,23.11,45.7,0.0,0.0
1924-10-31,6.94,11.18,2.36,2.11,0.0,5.79,7.83,0.113,31.3,17.5,6.55,9.31,10.2,7.9,18.67,14.04,17.76,6.11,26.47,11.35,16.28,3.4400000000000004,10.79,3.54,8.189999999999998,5.546814123864033,27.07,13.657449707501565,0.0,18.16,100.8,23.11,45.7,0.0,10.9
1924-11-30,5.42,10.09,2.15,1.82,0.0,5.34,6.66,0.113,26.950000000000003,17.5,4.949999999999999,7.01,8.959999999999999,6.96,14.170000000000002,10.69,13.53,5.04,20.01,8.58,12.31,2.7,8.16,2.78,3.27,0.0,25.54,0.0,0.0,14.239999999999998,97.6,23.11,38.39330325271729,0.0,0.0
1924-12-31,5.07,8.74,2.15,1.82,0.0,3.96,4.94,0.113,20.07,17.5,4.359999999999999,6.16,7.14,5.5,12.510000000000002,9.46,11.96,4.32,16.63,7.130000000000001,10.23,2.43,6.46,2.5,0.0999999999999996,0.0,23.3,0.0,0.0,11.31,100.8,23.11,21.08508909175456,0.0,3.5619999999999994
1925-01-31,4.95,9.7,2.15,1.82,0.0,5.3,6.48,0.113,17.61,17.5,4.15,5.86,8.85,6.87,11.93,9.02,11.420000000000002,4.99,15.02,6.44,9.24,2.74,6.03,2.81,0.0,0.0,21.85,0.0,0.0,9.94,100.8,21.03,27.77791114489828,0.0,0.0
1925-02-28,4.95,10.47,2.2,1.99,0.0,5.609999999999999,6.73,0.113,0.0,0.0,4.3100000000000005,0.0,9.58,7.43,12.36,9.35,11.82,5.36,16.48,7.07,10.14,3.18,6.54,3.27,0.25,0.0,22.27,0.0,0.0,10.89,91.1,23.11,7.627538097835782,0.0,0.0
1925-03-31,5.19,14.06,3.37,2.91,0.0,6.9,8.290000000000001,0.113,20.5,17.5,4.65,6.58,12.76,9.85,13.34,10.07,12.74,7.87,17.65,7.57,10.86,4.470000000000001,7.56,4.6,2.140000000000001,0.0,23.01,0.0,0.0,13.85,100.8,22.68,16.24983320599168,0.0,6.402
1925-04-30,6.3500000000000005,19.64,5.41,4.5200000000000005,0.0,9.15,10.79,0.113,26.420016366970827,17.5,6.17,0.0,16.95,13.03,17.62,13.259999999999998,16.770000000000003,10.52,25.6,10.98,15.75,5.86,10.53,6.029999999999999,7.710000000000001,16.66,25.83,8.383000000000017,0.0,18.92,97.6,23.11,45.7,0.0,10.13
1925-05-31,8.16,25.96,7.199999999999999,5.930000000000001,0.0,11.12,13.420000000000002,0.113,31.3,17.5,8.17,10.0,19.93,15.3,23.24,17.45,22.07,12.74,34.010000000000005,14.59,20.92,7.32,13.74,7.53,13.71,22.6,28.43,21.653892766493527,0.0,21.32,100.8,23.11,45.7,33.69400000000001,10.989999999999998
1925-06-30,10.2,30.880000000000003,7.99,6.550000000000001,0.0,11.989999999999998,14.72,0.113,31.3,17.5,9.59,10.0,22.27,17.08,27.24,20.43,25.84,14.01,41.08,17.62,25.27,7.949999999999999,17.1,8.17,20.0,30.79,30.65,61.952071309673045,0.0,25.83,97.6,23.11,45.7,42.934000000000005,0.0
1925-07-31,11.8,29.69,7.800000000000001,6.4,0.0,11.78,14.56,0.113,31.3,17.5,10.7,10.0,21.55,16.53,30.39,22.77,28.8,13.25,45.1,19.35,27.74,7.41,18.54,7.62,22.709999999999997,0.0,31.94,80.19,0.0,26.950000000000003,100.8,23.11,45.7,40.76909693983188,12.52
1925-08-31,11.41,22.9,5.8100000000000005,4.83,0.0,9.58,12.6,0.113,31.3,17.5,10.36,10.0,18.18,13.97,29.42,22.05,27.89,11.14,42.68,18.31,26.26,6.130000000000001,17.310000000000002,6.3,20.40000000000001,9.63605935615091,31.33,57.054920756777925,0.0,26.090000000000003,100.8,23.11,45.7,47.35399999999999,12.95
1925-09-30,9.21,15.87,3.71,3.17,0.0,7.27,10.19,0.113,31.3,17.5,8.75,10.0,13.55,10.45,24.89,18.68,23.63,8.14,35.980000000000004,15.43,22.130000000000003,4.58,14.36,4.71,14.86,16.54349007896743,29.96,58.92546087940397,0.0,23.15,97.6,23.11,45.7,0.0,11.89
1925-10-31,6.94,11.18,2.36,2.11,0.0,5.79,7.83,0.113,0.0,17.5,6.55,9.31,10.2,7.9,18.67,14.04,17.76,6.11,26.47,11.35,16.28,3.4400000000000004,10.79,3.54,8.189999999999998,5.531200072004305,27.07,0.0,0.0,18.16,100.8,23.11,45.7,9.617449707501564,0.0
1925-11-30,5.42,10.09,2.15,1.82,0.0,5.34,6.66,0.113,0.0,0.0,4.949999999999999,7.01,8.959999999999999,6.96,14.170000000000002,10.69,13.53,5.04,20.01,8.58,12.31,2.7,8.16,2.78,3.27,0.0,25.54,0.0,0.0,14.239999999999998,97.6,23.11,33.20187125792612,0.0,4.112
1925-12-31,5.07,8.74,2.15,1.82,0.0,3.96,4.94,0.113,0.0,0.0,4.359999999999999,6.16,7.14,5.5,12.510000000000002,9.46,11.96,4.32,16.63,7.130000000000001,10.23,2.43,6.46,2.5,0.0999999999999996,0.0,23.3,0.0,0.0,11.31,100.8,23.11,0.0,0.0,0.0
1926-01-31,4.95,9.7,2.15,1.82,0.0,5.3,6.48,0.113,0.0,0.0,4.15,5.86,8.85,6.87,11.93,9.02,11.420000000000002,4.99,15.02,6.44,9.24,2.74,6.03,2.81,0.0,0.0,21.85,0.0,0.0,9.94,100.8,21.03,0.0,0.0,0.0
1926-02-28,4.95,10.47,2.2,1.99,0.0,5.609999999999999,6.73,0.113,0.0,0.0,4.3100000000000005,6.08,9.58,7.43,12.36,9.35,11.82,5.36,16.48,7.07,10.14,3.18,6.54,3.27,0.25,0.0,22.27,0.0,0.0,10.89,91.1,23.11,5.463916225501492,0.0,3.492
1926-03-31,5.19,14.06,3.37,2.91,0.0,6.9,8.290000000000001,0.113,0.0,17.5,4.65,6.58,12.76,9.85,13.34,10.07,12.74,7.87,17.65,7.57,10.86,4.470000000000001,7.56,4.6,2.140000000000001,0.0,23.01,0.0,0.0,13.85,100.8,22.68,15.442469314275968,0.0,6.402
1926-04-30,6.3500000000000005,19.64,5.41,4.5200000000000005,0.0,9.15,10.79,0.113,0.0,17.5,6.17,8.77,16.95,13.03,17.62,13.259999999999998,16.770000000000003,10.52,25.6,10.98,15.75,5.86,10.53,6.029999999999999,7.710000000000001,6.525120260967157,25.83,0.6730000000000089,0.0,18.92,97.6,23.11,45.7,0.0,10.13
1926-05-31,8.16,25.96,7.199999999999999,5.930000000000001,0.0,11.12,13.420000000000002,0.113,31.3,17.5,8.17,10.0,19.93,15.3,23.24,17.45,22.07,12.74,28.50385567668097,14.59,20.92,7.32,13.74,7.53,13.71,22.6,28.43,46.45789276649353,0.0,21.32,100.8,23.11,45.7,0.0,10.989999999999998
1926-06-30,10.2,30.880000000000003,7.99,6.550000000000001,0.0,11.989999999999998,14.72,0.113,31.3,17.5,9.59,10.0,22.27,17.08,27.24,20.43,25.84,14.01,27.08,17.62,25.27,7.949999999999999,17.1,8.17,20.0,30.79,30.65,50.28399999999999,0.0,25.83,97.6,23.11,45.7,44.67207130967305,0.0
1926-07-31,11.8,29.69,7.800000000000001,6.4,0.0,11.78,14.56,0.113,31.3,17.5,10.7,10.0,21.55,16.53,30.39,22.77,28.8,13.25,31.1,19.35,27.74,7.41,18.54,7.62,22.709999999999997,0.0,31.94,59.384000000000015,0.0,26.950000000000003,100.8,23.11,45.7,51.175096939831874,12.52
1926-08-31,11.41,22.9,5.8100000000000005,4.83,0.0,9.58,12.6,0.113,31.3,17.5,10.36,10.0,18.18,13.97,29.42,22.05,27.89,11.14,42.68,18.31,26.26,6.130000000000001,17.310000000000002,6.3,20.40000000000001,9.723596088798644,31.33,44.795000000000016,0.0,26.090000000000003,100.8,23.11,45.7,49.04392075677792,12.95
1926-09-30,4.7407138654416485,15.87,3.71,3.17,0.0,7.27,10.19,0.113,0.0,17.5,8.75,10.0,13.55,10.45,24.89,18.68,23.63,8.14,35.980000000000004,15.43,22.130000000000003,4.58,14.36,4.71,14.86,16.550321330472975,29.96,36.62974076649352,0.0,23.15,97.6,23.11,45.7,0.0,11.89
1926-10-31,0.0,11.18,2.36,2.11,0.0,5.79,7.83,0.113,0.0,0.0,6.55,9.31,10.2,7.9,18.67,14.04,17.76,6.11,26.47,11.35,16.28,3.4400000000000004,10.79,3.54,8.189999999999998,5.56465996173379,27.07,0.0,0.0,18.16,100.8,23.11,45.7,1.0474497075015563,0.0
1926-11-30,0.0,10.09,2.15,1.82,0.0,5.34,6.66,0.113,0.0,0.0,4.949999999999999,7.01,8.959999999999999,6.96,14.170000000000002,10.69,13.53,5.04,6.009999999999998,8.58,12.31,2.7,8.16,2.78,3.27,0.0,25.54,0.0,0.0,14.239999999999998,97.6,8.155053579991165,5.0294267659651695,0.0,4.112
1926-12-31,0.0,8.74,2.15,1.82,0.0,3.96,4.94,0.113,0.0,0.0,4.359999999999999,6.16,7.14,5.5,12.510000000000002,9.46,11.96,4.32,2.629999999999999,7.130000000000001,10.23,2.43,6.46,2.5,0.0999999999999996,0.0,23.3,0.0,0.0,11.31,100.8,0.745000000000001,0.0,0.0,0.0
1927-01-31,0.0,9.7,2.15,1.82,0.0,5.3,6.48,0.113,0.0,0.0,4.15,5.86,8.85,6.87,11.93,9.02,11.420000000000002,4.99,1.0199999999999996,6.44,9.24,2.74,6.03,2.81,0.0,0.0,21.85,0.0,0.0,9.94,100.8,0.0,0.0,0.0,0.0
1927-02-28,0.0,10.47,2.2,1.99,0.0,5.609999999999999,6.73,0.113,0.0,0.0,4.3100000000000005,6.08,9.58,7.43,12.36,9.35,11.82,5.36,2.4800000000000004,7.07,10.14,3.18,6.54,3.27,0.25,0.0,22.27,0.0,0.0,10.89,91.1,23.11,0.0,0.0,3.492
1927-03-31,0.0,14.06,3.37,2.91,0.0,6.9,8.290000000000001,0.113,0.0,0.0,4.65,2.494999999999999,12.76,9.85,13.34,10.07,12.74,7.87,3.649999999999999,7.57,10.86,4.470000000000001,7.56,4.6,2.140000000000001,0.0,23.01,0.0,0.0,13.85,100.8,0.0,1.7611977954247848,0.0,6.402
1927-04-30,0.0,19.64,5.41,4.5200000000000005,0.0,9.15,10.79,0.113,0.0,0.0,6.17,0.0,16.95,13.03,17.62,13.259999999999998,16.770000000000003,10.52,11.6,10.98,15.75,5.86,10.53,6.029999999999999,7.710000000000001,0.0,25.83,0.4930000000000092,0.0,18.92,97.6,23.11,39.66300000000001,0.0,10.13
1927-05-31,0.0,25.96,7.199999999999999,5.930000000000001,0.0,11.12,13.420000000000002,0.113,0.0,0.0,8.17,10.0,19.93,15.3,23.24,17.45,22.07,12.74,20.010000000000005,14.59,20.92,7.32,13.74,7.53,13.71,15.286264192025682,28.43,16.723892766493528,0.0,21.32,100.8,23.11,25.32799999999997,29.594000000000012,10.989999999999998
1927-06-30,10.2,30.880000000000003,7.99,6.550000000000001,0.0,11.989999999999998,14.72,0.113,0.0,0.0,9.59,10.0,22.27,17.08,27.24,20.43,25.84,14.01,27.08,17.62,25.27,7.949999999999999,17.1,8.17,20.0,30.79,30.65,50.304,0.0,25.83,97.6,23.11,24.674999999999955,44.47207130967306,0.0
1927-07-31,11.8,29.69,7.800000000000001,6.4,0.0,11.78,14.56,0.113,31.3,17.5,10.7,10.0,21.55,16.53,30.39,22.77,28.8,13.25,31.1,19.35,27.74,7.41,18.54,7.62,22.709999999999997,0.0,31.94,59.40400000000001,0.0,26.950000000000003,100.8,23.11,45.7,50.94509693983187,12.52
1927-08-31,11.41,22.9,5.8100000000000005,4.83,0.0,9.58,12.6,0.113,31.3,17.5,10.36,10.0,18.18,13.97,29.42,22.05,27.89,11.14,28.68,18.31,26.26,6.130000000000001,17.310000000000002,6.3,20.40000000000001,8.398091809198675,31.33,51.06492075677791,0.0,26.090000000000003,100.8,23.11,45.7,42.54399999999999,12.95
1927-09-30,9.21,15.87,3.71,3.17,0.0,7.27,10.19,0.113,31.3,17.5,8.75,10.0,13.55,10.45,24.89,18.68,23.63,8.14,21.980000000000004,15.43,22.130000000000003,4.58,14.36,4.71,14.86,16.543490078967416,29.96,36.37974076649351,0.0,23.15,97.6,23.11,44.84695482122029,0.0,0.0
1927-10-31,6.94,11.18,2.36,2.11,0.0,5.79,7.83,0.113,31.3,17.5,6.55,9.31,10.2,7.9,18.67,14.04,17.76,6.11,12.47,11.35,16.28,3.4400000000000004,10.79,3.54,8.189999999999998,5.541206275514293,27.07,0.0,0.0,18.16,100.8,23.11,23.51062860844553,0.7974497075015563,0.0
1927-11-30,5.42,10.09,2.15,1.82,0.0,5.34,6.66,0.113,0.0,17.5,4.949999999999999,7.01,8.959999999999999,6.96,14.170000000000002,10.69,13.53,5.04,6.009999999999998,8.58,12.31,2.7,8.16,2.78,3.27,0.0,25.54,0.0,0.0,14.239999999999998,97.6,23.11,9.611217802991256,0.0,4.112
1927-12-31,0.0,8.74,2.15,1.82,0.0,3.96,4.94,0.113,0.0,0.0,4.359999999999999,6.16,7.14,5.5,12.510000000000002,9.46,11.96,4.32,2.629999999999999,7.130000000000001,10.23,2.43,6.46,2.5,0.0999999999999996,0.0,23.3,0.0,0.0,11.31,100.8,23.11,39.621198767343,0.0,0.0
1928-01-31,0.0,9.7,2.15,1.82,0.0,5.3,6.48,0.113,0.0,0.0,4.15,5.86,8.85,6.87,11.93,9.02,11.420000000000002,4.99,15.02,6.44,9.24,2.74,6.03,2.81,0.0,0.0,21.85,0.0,0.0,9.94,100.8,21.03,43.44,0.0,0.0
1928-02-29,0.0,10.47,2.2,1.99,0.0,5.609999999999999,6.73,0.113,0.0,0.0,4.3100000000000005,6.08,9.58,7.43,12.36,9.35,11.82,5.36,16.48,7.07,10.14,3.18,6.54,3.27,0.25,0.0,22.27,0.0,0.0,10.89,91.1,23.11,44.92,0.0,3.492
1928-03-31,0.0,14.06,3.37,2.91,0.0,6.9,8.290000000000001,0.113,0.0,0.0,4.65,6.58,12.76,9.85,13.34,10.07,12.74,7.87,17.65,7.57,10.86,4.470000000000001,7.56,4.6,2.140000000000001,0.0,23.01,0.0,0.0,13.85,100.8,22.68,44.067999999999984,0.0,6.402
1928-04-30,0.0,19.64,5.41,4.5200000000000005,0.0,9.15,10.79,0.113,0.0,0.0,6.17,4.359999999999999,16.95,13.03,17.62,13.259999999999998,16.770000000000003,10.52,24.88446937315198,10.98,15.75,5.86,10.53,6.029999999999999,7.710000000000001,16.66,25.83,8.723000000000013,0.0,18.92,97.6,23.11,32.13300000000004,0.0,10.13
